Carrier,FlightNo,Destination,DepartTime,Day,Month,FlightLength (min),Delay (min)
UA,669,ORD,4-8am,Mon,June,151,39
UA,673,ORD,8-Noon,Mon,June,153,120
UA,677,ORD,8-Noon,Mon,June,155,-2
UA,679,ORD,Noon-4pm,Mon,June,153,-3
UA,681,ORD,Noon-4pm,Mon,June,148,30
UA,683,ORD,Noon-4pm,Mon,June,169,-1
UA,685,ORD,Noon-4pm,Mon,June,161,48
UA,687,ORD,4-8pm,Mon,June,161,-11
UA,689,ORD,4-8pm,Mon,June,161,-8
UA,691,ORD,4-8pm,Mon,June,161,-4
UA,693,ORD,4-8pm,Mon,June,161,0
UA,695,ORD,8-Mid,Mon,June,162,71
UA,745,DEN,Noon-4pm,Mon,June,266,28
UA,835,ORD,8-Noon,Mon,June,153,0
UA,847,IAD,4-8pm,Mon,June,96,23
UA,71,DEN,8-Noon,Tue,June,268,4
UA,361,DEN,4-8am,Tue,June,258,219
UA,405,DEN,8-Noon,Tue,June,266,84
UA,409,DEN,4-8pm,Tue,June,295,63
UA,661,ORD,8-Noon,Tue,June,151,21
UA,667,ORD,4-8am,Tue,June,140,182
UA,669,ORD,4-8am,Tue,June,151,-7
UA,673,ORD,8-Noon,Tue,June,153,93
UA,677,ORD,8-Noon,Tue,June,155,6
UA,679,ORD,Noon-4pm,Tue,June,153,0
UA,681,ORD,Noon-4pm,Tue,June,148,68
UA,683,ORD,Noon-4pm,Tue,June,169,106
UA,685,ORD,Noon-4pm,Tue,June,161,0
UA,687,ORD,4-8pm,Tue,June,161,123
UA,689,ORD,4-8pm,Tue,June,161,0
UA,691,ORD,4-8pm,Tue,June,161,139
UA,693,ORD,4-8pm,Tue,June,161,111
UA,695,ORD,8-Mid,Tue,June,162,0
UA,745,DEN,Noon-4pm,Tue,June,266,53
UA,835,ORD,8-Noon,Tue,June,153,0
UA,847,IAD,4-8pm,Tue,June,96,133
UA,71,DEN,8-Noon,Wed,June,268,-5
UA,361,DEN,4-8am,Wed,June,258,-4
UA,405,DEN,8-Noon,Wed,June,266,-5
UA,409,DEN,4-8pm,Wed,June,295,-6
UA,661,ORD,8-Noon,Wed,June,151,0
UA,667,ORD,4-8am,Wed,June,140,-5
UA,669,ORD,4-8am,Wed,June,151,-2
UA,673,ORD,8-Noon,Wed,June,153,-3
UA,677,ORD,8-Noon,Wed,June,155,-7
UA,679,ORD,Noon-4pm,Wed,June,153,-7
UA,681,ORD,Noon-4pm,Wed,June,148,0
UA,683,ORD,Noon-4pm,Wed,June,169,-3
UA,685,ORD,Noon-4pm,Wed,June,161,0
UA,687,ORD,4-8pm,Wed,June,161,2
UA,689,ORD,4-8pm,Wed,June,161,1
UA,691,ORD,4-8pm,Wed,June,161,-4
UA,693,ORD,4-8pm,Wed,June,161,-9
UA,695,ORD,8-Mid,Wed,June,162,-12
UA,745,DEN,Noon-4pm,Wed,June,266,-2
UA,835,ORD,8-Noon,Wed,June,153,-6
UA,847,IAD,4-8pm,Wed,June,96,-4
UA,71,DEN,8-Noon,Thu,June,268,8
UA,361,DEN,4-8am,Thu,June,258,-2
UA,405,DEN,8-Noon,Thu,June,266,0
UA,409,DEN,4-8pm,Thu,June,295,20
UA,661,ORD,8-Noon,Thu,June,151,-7
UA,667,ORD,4-8am,Thu,June,140,-6
UA,669,ORD,4-8am,Thu,June,151,-5
UA,673,ORD,8-Noon,Thu,June,153,3
UA,677,ORD,8-Noon,Thu,June,155,5
UA,679,ORD,Noon-4pm,Thu,June,153,13
UA,681,ORD,Noon-4pm,Thu,June,148,-3
UA,683,ORD,Noon-4pm,Thu,June,169,0
UA,685,ORD,Noon-4pm,Thu,June,161,84
UA,687,ORD,4-8pm,Thu,June,161,55
UA,689,ORD,4-8pm,Thu,June,161,0
UA,691,ORD,4-8pm,Thu,June,161,57
UA,693,ORD,4-8pm,Thu,June,161,55
UA,695,ORD,8-Mid,Thu,June,162,25
UA,745,DEN,Noon-4pm,Thu,June,266,4
UA,835,ORD,8-Noon,Thu,June,153,-5
UA,847,IAD,4-8pm,Thu,June,96,-5
UA,71,DEN,8-Noon,Fri,June,268,-1
UA,361,DEN,4-8am,Fri,June,258,-4
UA,405,DEN,8-Noon,Fri,June,266,-2
UA,409,DEN,4-8pm,Fri,June,295,-4
UA,661,ORD,8-Noon,Fri,June,151,-5
UA,667,ORD,4-8am,Fri,June,140,0
UA,669,ORD,4-8am,Fri,June,151,2
UA,673,ORD,8-Noon,Fri,June,153,-7
UA,677,ORD,8-Noon,Fri,June,155,-3
UA,679,ORD,Noon-4pm,Fri,June,153,20
UA,681,ORD,Noon-4pm,Fri,June,148,9
UA,683,ORD,Noon-4pm,Fri,June,169,53
UA,685,ORD,Noon-4pm,Fri,June,161,0
UA,687,ORD,4-8pm,Fri,June,161,-2
UA,689,ORD,4-8pm,Fri,June,161,87
UA,691,ORD,4-8pm,Fri,June,161,49
UA,693,ORD,4-8pm,Fri,June,161,1
UA,695,ORD,8-Mid,Fri,June,162,45
UA,745,DEN,Noon-4pm,Fri,June,266,3
UA,835,ORD,8-Noon,Fri,June,153,-5
UA,847,IAD,4-8pm,Fri,June,96,20
UA,361,DEN,4-8am,Sat,June,258,-2
UA,405,DEN,8-Noon,Sat,June,266,-4
UA,409,DEN,4-8pm,Sat,June,295,34
UA,661,ORD,8-Noon,Sat,June,151,-3
UA,667,ORD,4-8am,Sat,June,138,-7
UA,669,ORD,4-8am,Sat,June,153,-6
UA,677,ORD,8-Noon,Sat,June,155,-3
UA,681,ORD,Noon-4pm,Sat,June,148,-1
UA,685,ORD,Noon-4pm,Sat,June,161,176
UA,689,ORD,4-8pm,Sat,June,161,18
UA,691,ORD,4-8pm,Sat,June,161,0
UA,745,DEN,Noon-4pm,Sat,June,266,-4
UA,746,DEN,4-8am,Sat,June,254,2
UA,835,ORD,8-Noon,Sat,June,153,0
UA,71,DEN,8-Noon,Sun,June,268,-2
UA,361,DEN,4-8am,Sun,June,258,-2
UA,405,DEN,8-Noon,Sun,June,269,-6
UA,409,DEN,4-8pm,Sun,June,295,15
UA,661,ORD,8-Noon,Sun,June,155,0
UA,667,ORD,4-8am,Sun,June,140,-5
UA,673,ORD,8-Noon,Sun,June,151,-1
UA,679,ORD,8-Noon,Sun,June,155,2
UA,681,ORD,Noon-4pm,Sun,June,150,-11
UA,683,ORD,Noon-4pm,Sun,June,170,21
UA,685,ORD,Noon-4pm,Sun,June,164,1
UA,689,ORD,4-8pm,Sun,June,161,-5
UA,691,ORD,4-8pm,Sun,June,161,-4
UA,695,ORD,8-Mid,Sun,June,162,14
UA,745,DEN,Noon-4pm,Sun,June,266,-5
UA,835,ORD,4-8am,Sun,June,152,-7
UA,847,IAD,4-8pm,Sun,June,96,2
UA,71,DEN,8-Noon,Mon,June,268,-5
UA,361,DEN,4-8am,Mon,June,258,-2
UA,405,DEN,8-Noon,Mon,June,266,-5
UA,409,DEN,4-8pm,Mon,June,295,45
UA,661,ORD,8-Noon,Mon,June,151,0
UA,667,ORD,4-8am,Mon,June,140,-5
UA,669,ORD,4-8am,Mon,June,151,-3
UA,673,ORD,8-Noon,Mon,June,153,-4
UA,677,ORD,8-Noon,Mon,June,155,4
UA,679,ORD,Noon-4pm,Mon,June,153,-7
UA,681,ORD,Noon-4pm,Mon,June,148,-8
UA,683,ORD,Noon-4pm,Mon,June,169,0
UA,685,ORD,Noon-4pm,Mon,June,161,-10
UA,687,ORD,4-8pm,Mon,June,161,-7
UA,689,ORD,4-8pm,Mon,June,161,56
UA,691,ORD,4-8pm,Mon,June,161,112
UA,693,ORD,4-8pm,Mon,June,161,74
UA,695,ORD,8-Mid,Mon,June,162,105
UA,745,DEN,Noon-4pm,Mon,June,266,26
UA,835,ORD,8-Noon,Mon,June,153,-7
UA,847,IAD,4-8pm,Mon,June,96,24
UA,71,DEN,8-Noon,Tue,June,268,-4
UA,361,DEN,4-8am,Tue,June,258,-5
UA,405,DEN,8-Noon,Tue,June,266,0
UA,409,DEN,4-8pm,Tue,June,295,16
UA,661,ORD,8-Noon,Tue,June,151,-6
UA,667,ORD,4-8am,Tue,June,140,-7
UA,669,ORD,4-8am,Tue,June,151,-7
UA,673,ORD,8-Noon,Tue,June,153,-8
UA,677,ORD,8-Noon,Tue,June,155,-7
UA,679,ORD,Noon-4pm,Tue,June,153,-5
UA,681,ORD,Noon-4pm,Tue,June,148,1
UA,683,ORD,Noon-4pm,Tue,June,169,2
UA,685,ORD,Noon-4pm,Tue,June,161,-1
UA,687,ORD,4-8pm,Tue,June,161,0
UA,689,ORD,4-8pm,Tue,June,161,0
UA,691,ORD,4-8pm,Tue,June,161,104
UA,693,ORD,4-8pm,Tue,June,161,88
UA,695,ORD,8-Mid,Tue,June,162,32
UA,745,DEN,Noon-4pm,Tue,June,266,4
UA,835,ORD,8-Noon,Tue,June,153,-6
UA,847,IAD,4-8pm,Tue,June,96,5
UA,71,DEN,8-Noon,Wed,June,268,-2
UA,361,DEN,4-8am,Wed,June,258,3
UA,405,DEN,8-Noon,Wed,June,266,-4
UA,409,DEN,4-8pm,Wed,June,295,-4
UA,661,ORD,8-Noon,Wed,June,151,0
UA,667,ORD,4-8am,Wed,June,140,-3
UA,669,ORD,4-8am,Wed,June,151,-3
UA,673,ORD,8-Noon,Wed,June,153,-6
UA,677,ORD,8-Noon,Wed,June,155,-4
UA,679,ORD,Noon-4pm,Wed,June,153,-6
UA,681,ORD,Noon-4pm,Wed,June,148,2
UA,683,ORD,Noon-4pm,Wed,June,169,0
UA,685,ORD,Noon-4pm,Wed,June,161,-3
UA,687,ORD,4-8pm,Wed,June,161,-5
UA,689,ORD,4-8pm,Wed,June,161,-2
UA,691,ORD,4-8pm,Wed,June,161,-7
UA,693,ORD,4-8pm,Wed,June,161,-8
UA,695,ORD,8-Mid,Wed,June,162,0
UA,745,DEN,Noon-4pm,Wed,June,266,1
UA,835,ORD,8-Noon,Wed,June,153,29
UA,847,IAD,4-8pm,Wed,June,96,-3
UA,71,DEN,8-Noon,Thu,June,268,1
UA,361,DEN,4-8am,Thu,June,258,-3
UA,405,DEN,8-Noon,Thu,June,266,47
UA,409,DEN,4-8pm,Thu,June,295,10
UA,661,ORD,8-Noon,Thu,June,151,0
UA,667,ORD,4-8am,Thu,June,140,-8
UA,669,ORD,4-8am,Thu,June,151,12
UA,673,ORD,8-Noon,Thu,June,153,38
UA,677,ORD,8-Noon,Thu,June,155,-7
UA,679,ORD,Noon-4pm,Thu,June,153,52
UA,681,ORD,Noon-4pm,Thu,June,148,0
UA,683,ORD,Noon-4pm,Thu,June,169,9
UA,685,ORD,Noon-4pm,Thu,June,161,0
UA,687,ORD,4-8pm,Thu,June,161,29
UA,689,ORD,4-8pm,Thu,June,161,16
UA,691,ORD,4-8pm,Thu,June,161,-3
UA,693,ORD,4-8pm,Thu,June,161,60
UA,695,ORD,8-Mid,Thu,June,162,4
UA,745,DEN,Noon-4pm,Thu,June,266,-2
UA,835,ORD,8-Noon,Thu,June,153,-5
UA,847,IAD,4-8pm,Thu,June,96,4
UA,71,DEN,8-Noon,Fri,June,268,6
UA,361,DEN,4-8am,Fri,June,258,-3
UA,405,DEN,8-Noon,Fri,June,266,48
UA,409,DEN,4-8pm,Fri,June,295,-9
UA,661,ORD,8-Noon,Fri,June,151,-1
UA,667,ORD,4-8am,Fri,June,140,-1
UA,669,ORD,4-8am,Fri,June,151,-1
UA,673,ORD,8-Noon,Fri,June,153,264
UA,677,ORD,8-Noon,Fri,June,155,377
UA,679,ORD,Noon-4pm,Fri,June,153,0
UA,681,ORD,Noon-4pm,Fri,June,148,131
UA,683,ORD,Noon-4pm,Fri,June,169,0
UA,685,ORD,Noon-4pm,Fri,June,161,0
UA,687,ORD,4-8pm,Fri,June,161,0
UA,689,ORD,4-8pm,Fri,June,161,0
UA,691,ORD,4-8pm,Fri,June,161,131
UA,693,ORD,4-8pm,Fri,June,161,334
UA,695,ORD,8-Mid,Fri,June,162,104
UA,745,DEN,Noon-4pm,Fri,June,266,7
UA,835,ORD,8-Noon,Fri,June,153,0
UA,847,IAD,4-8pm,Fri,June,96,-4
UA,361,DEN,4-8am,Sat,June,258,-5
UA,405,DEN,8-Noon,Sat,June,266,-4
UA,409,DEN,4-8pm,Sat,June,295,-7
UA,661,ORD,8-Noon,Sat,June,151,0
UA,667,ORD,4-8am,Sat,June,138,-1
UA,669,ORD,4-8am,Sat,June,153,4
UA,677,ORD,8-Noon,Sat,June,155,198
UA,681,ORD,Noon-4pm,Sat,June,148,-5
UA,685,ORD,Noon-4pm,Sat,June,161,2
UA,689,ORD,4-8pm,Sat,June,161,-5
UA,691,ORD,4-8pm,Sat,June,161,60
UA,745,DEN,Noon-4pm,Sat,June,266,-1
UA,746,DEN,4-8am,Sat,June,254,-5
UA,835,ORD,8-Noon,Sat,June,153,0
UA,71,DEN,8-Noon,Sun,June,268,-1
UA,361,DEN,4-8am,Sun,June,258,-5
UA,405,DEN,8-Noon,Sun,June,269,-9
UA,409,DEN,4-8pm,Sun,June,295,220
UA,661,ORD,8-Noon,Sun,June,155,0
UA,667,ORD,4-8am,Sun,June,140,-4
UA,673,ORD,8-Noon,Sun,June,151,-4
UA,679,ORD,8-Noon,Sun,June,155,-5
UA,681,ORD,Noon-4pm,Sun,June,150,-3
UA,683,ORD,Noon-4pm,Sun,June,170,-4
UA,685,ORD,Noon-4pm,Sun,June,164,1
UA,689,ORD,4-8pm,Sun,June,161,33
UA,691,ORD,4-8pm,Sun,June,161,39
UA,695,ORD,8-Mid,Sun,June,162,-7
UA,711,IAD,4-8pm,Sun,June,96,104
UA,745,DEN,Noon-4pm,Sun,June,266,-7
UA,835,ORD,4-8am,Sun,June,152,-3
UA,71,DEN,8-Noon,Mon,June,268,2
UA,361,DEN,4-8am,Mon,June,258,-4
UA,405,DEN,8-Noon,Mon,June,266,14
UA,409,DEN,4-8pm,Mon,June,295,-1
UA,661,ORD,8-Noon,Mon,June,151,0
UA,667,ORD,4-8am,Mon,June,140,-9
UA,669,ORD,4-8am,Mon,June,151,-1
UA,673,ORD,8-Noon,Mon,June,153,-7
UA,677,ORD,8-Noon,Mon,June,155,69
UA,679,ORD,Noon-4pm,Mon,June,153,15
UA,681,ORD,Noon-4pm,Mon,June,148,-6
UA,683,ORD,Noon-4pm,Mon,June,169,-7
UA,685,ORD,Noon-4pm,Mon,June,161,0
UA,687,ORD,4-8pm,Mon,June,161,-2
UA,689,ORD,4-8pm,Mon,June,161,3
UA,691,ORD,4-8pm,Mon,June,161,0
UA,693,ORD,4-8pm,Mon,June,161,76
UA,695,ORD,8-Mid,Mon,June,162,43
UA,711,IAD,4-8pm,Mon,June,96,-1
UA,745,DEN,Noon-4pm,Mon,June,266,-2
UA,835,ORD,8-Noon,Mon,June,153,-9
UA,71,DEN,8-Noon,Tue,June,268,9
UA,361,DEN,4-8am,Tue,June,258,6
UA,405,DEN,8-Noon,Tue,June,266,-4
UA,409,DEN,4-8pm,Tue,June,295,-3
UA,661,ORD,8-Noon,Tue,June,151,-4
UA,667,ORD,4-8am,Tue,June,140,-5
UA,669,ORD,4-8am,Tue,June,151,-4
UA,673,ORD,8-Noon,Tue,June,153,-8
UA,677,ORD,8-Noon,Tue,June,155,-7
UA,679,ORD,Noon-4pm,Tue,June,153,-9
UA,681,ORD,Noon-4pm,Tue,June,148,-5
UA,683,ORD,Noon-4pm,Tue,June,169,2
UA,685,ORD,Noon-4pm,Tue,June,161,-6
UA,687,ORD,4-8pm,Tue,June,161,-13
UA,689,ORD,4-8pm,Tue,June,161,-2
UA,691,ORD,4-8pm,Tue,June,161,-6
UA,693,ORD,4-8pm,Tue,June,161,-4
UA,695,ORD,8-Mid,Tue,June,162,0
UA,711,IAD,4-8pm,Tue,June,96,-5
UA,745,DEN,Noon-4pm,Tue,June,266,2
UA,835,ORD,8-Noon,Tue,June,153,-7
UA,71,DEN,8-Noon,Wed,June,268,52
UA,361,DEN,4-8am,Wed,June,258,-7
UA,405,DEN,8-Noon,Wed,June,266,1
UA,409,DEN,4-8pm,Wed,June,295,-2
UA,661,ORD,8-Noon,Wed,June,151,31
UA,667,ORD,4-8am,Wed,June,140,-4
UA,669,ORD,4-8am,Wed,June,151,-12
UA,673,ORD,8-Noon,Wed,June,153,-13
UA,677,ORD,8-Noon,Wed,June,155,0
UA,679,ORD,Noon-4pm,Wed,June,153,-3
UA,681,ORD,Noon-4pm,Wed,June,148,-5
UA,683,ORD,Noon-4pm,Wed,June,167,79
UA,685,ORD,Noon-4pm,Wed,June,161,41
UA,687,ORD,4-8pm,Wed,June,161,149
UA,689,ORD,4-8pm,Wed,June,161,52
UA,691,ORD,4-8pm,Wed,June,161,159
UA,693,ORD,4-8pm,Wed,June,161,199
UA,695,ORD,8-Mid,Wed,June,162,77
UA,711,IAD,4-8pm,Wed,June,96,68
UA,745,DEN,Noon-4pm,Wed,June,266,88
UA,835,ORD,8-Noon,Wed,June,153,-6
UA,71,DEN,8-Noon,Thu,June,268,-2
UA,361,DEN,4-8am,Thu,June,258,-4
UA,405,DEN,8-Noon,Thu,June,266,0
UA,409,DEN,4-8pm,Thu,June,295,-4
UA,661,ORD,8-Noon,Thu,June,151,-3
UA,667,ORD,4-8am,Thu,June,140,-3
UA,669,ORD,4-8am,Thu,June,151,0
UA,673,ORD,8-Noon,Thu,June,153,-4
UA,677,ORD,8-Noon,Thu,June,155,-7
UA,679,ORD,Noon-4pm,Thu,June,153,-6
UA,681,ORD,Noon-4pm,Thu,June,148,-8
UA,683,ORD,Noon-4pm,Thu,June,167,-3
UA,685,ORD,Noon-4pm,Thu,June,161,3
UA,687,ORD,4-8pm,Thu,June,161,-5
UA,689,ORD,4-8pm,Thu,June,161,-5
UA,691,ORD,4-8pm,Thu,June,161,143
UA,693,ORD,4-8pm,Thu,June,161,20
UA,695,ORD,8-Mid,Thu,June,162,-6
UA,711,IAD,4-8pm,Thu,June,96,-3
UA,745,DEN,Noon-4pm,Thu,June,266,-5
UA,835,ORD,8-Noon,Thu,June,153,-7
UA,71,DEN,8-Noon,Fri,June,268,1
UA,361,DEN,4-8am,Fri,June,258,-2
UA,405,DEN,8-Noon,Fri,June,266,163
UA,409,DEN,4-8pm,Fri,June,295,-3
UA,661,ORD,8-Noon,Fri,June,151,-2
UA,667,ORD,4-8am,Fri,June,140,-2
UA,669,ORD,4-8am,Fri,June,151,-3
UA,673,ORD,8-Noon,Fri,June,153,-7
UA,677,ORD,8-Noon,Fri,June,155,-5
UA,679,ORD,Noon-4pm,Fri,June,153,-3
UA,681,ORD,Noon-4pm,Fri,June,148,-8
UA,683,ORD,Noon-4pm,Fri,June,167,-4
UA,685,ORD,Noon-4pm,Fri,June,161,-9
UA,687,ORD,4-8pm,Fri,June,161,-3
UA,689,ORD,4-8pm,Fri,June,161,-7
UA,691,ORD,4-8pm,Fri,June,161,199
UA,693,ORD,4-8pm,Fri,June,161,182
UA,695,ORD,8-Mid,Fri,June,162,112
UA,711,IAD,4-8pm,Fri,June,96,47
UA,745,DEN,Noon-4pm,Fri,June,266,-2
UA,835,ORD,8-Noon,Fri,June,153,-6
UA,361,DEN,4-8am,Sat,June,258,-1
UA,405,DEN,8-Noon,Sat,June,266,-2
UA,409,DEN,4-8pm,Sat,June,295,27
UA,661,ORD,8-Noon,Sat,June,151,-7
UA,667,ORD,4-8am,Sat,June,138,-2
UA,669,ORD,4-8am,Sat,June,153,0
UA,677,ORD,8-Noon,Sat,June,155,-5
UA,681,ORD,Noon-4pm,Sat,June,148,1
UA,685,ORD,Noon-4pm,Sat,June,161,-4
UA,689,ORD,4-8pm,Sat,June,161,-2
UA,691,ORD,4-8pm,Sat,June,161,-9
UA,745,DEN,Noon-4pm,Sat,June,266,-3
UA,746,DEN,4-8am,Sat,June,254,14
UA,835,ORD,8-Noon,Sat,June,153,0
UA,71,DEN,8-Noon,Sun,June,268,-3
UA,361,DEN,4-8am,Sun,June,258,6
UA,405,DEN,8-Noon,Sun,June,269,-4
UA,409,DEN,4-8pm,Sun,June,295,5
UA,661,ORD,8-Noon,Sun,June,155,-3
UA,667,ORD,4-8am,Sun,June,140,-4
UA,673,ORD,8-Noon,Sun,June,151,2
UA,679,ORD,8-Noon,Sun,June,155,-6
UA,681,ORD,Noon-4pm,Sun,June,150,23
UA,683,ORD,Noon-4pm,Sun,June,167,-4
UA,685,ORD,Noon-4pm,Sun,June,164,-6
UA,689,ORD,4-8pm,Sun,June,161,-3
UA,691,ORD,4-8pm,Sun,June,161,-9
UA,695,ORD,8-Mid,Sun,June,162,-4
UA,745,DEN,Noon-4pm,Sun,June,266,-4
UA,835,ORD,4-8am,Sun,June,152,-2
UA,847,IAD,4-8pm,Sun,June,96,-5
UA,71,DEN,8-Noon,Mon,June,268,-5
UA,361,DEN,4-8am,Mon,June,258,2
UA,405,DEN,8-Noon,Mon,June,266,-1
UA,409,DEN,4-8pm,Mon,June,295,245
UA,661,ORD,8-Noon,Mon,June,151,-5
UA,667,ORD,4-8am,Mon,June,140,-2
UA,669,ORD,4-8am,Mon,June,151,-2
UA,673,ORD,8-Noon,Mon,June,153,-5
UA,677,ORD,8-Noon,Mon,June,155,-4
UA,679,ORD,Noon-4pm,Mon,June,153,10
UA,681,ORD,Noon-4pm,Mon,June,148,-3
UA,683,ORD,Noon-4pm,Mon,June,167,-8
UA,685,ORD,Noon-4pm,Mon,June,161,0
UA,687,ORD,4-8pm,Mon,June,161,-4
UA,689,ORD,4-8pm,Mon,June,161,-10
UA,691,ORD,4-8pm,Mon,June,161,0
UA,693,ORD,4-8pm,Mon,June,161,-2
UA,695,ORD,8-Mid,Mon,June,162,-1
UA,745,DEN,Noon-4pm,Mon,June,266,-5
UA,835,ORD,8-Noon,Mon,June,153,-3
UA,847,IAD,4-8pm,Mon,June,96,-4
UA,71,DEN,8-Noon,Tue,June,268,1
UA,361,DEN,4-8am,Tue,June,258,0
UA,405,DEN,8-Noon,Tue,June,266,-6
UA,409,DEN,4-8pm,Tue,June,295,217
UA,661,ORD,8-Noon,Tue,June,151,-4
UA,667,ORD,4-8am,Tue,June,140,-5
UA,669,ORD,4-8am,Tue,June,151,-4
UA,673,ORD,8-Noon,Tue,June,153,-3
UA,677,ORD,8-Noon,Tue,June,155,-8
UA,679,ORD,Noon-4pm,Tue,June,153,-2
UA,681,ORD,Noon-4pm,Tue,June,148,-8
UA,683,ORD,Noon-4pm,Tue,June,167,266
UA,685,ORD,Noon-4pm,Tue,June,161,291
UA,687,ORD,4-8pm,Tue,June,161,0
UA,689,ORD,4-8pm,Tue,June,161,198
UA,691,ORD,4-8pm,Tue,June,161,0
UA,693,ORD,4-8pm,Tue,June,161,76
UA,695,ORD,8-Mid,Tue,June,162,0
UA,745,DEN,Noon-4pm,Tue,June,266,3
UA,835,ORD,8-Noon,Tue,June,153,-6
UA,847,IAD,4-8pm,Tue,June,96,7
AA,301,ORD,4-8am,Mon,June,140,-3
AA,303,ORD,4-8am,Mon,June,145,-2
AA,305,ORD,4-8am,Mon,June,145,-8
AA,309,ORD,8-Noon,Mon,June,145,-9
AA,313,ORD,8-Noon,Mon,June,155,0
AA,319,ORD,8-Noon,Mon,June,150,-4
AA,321,ORD,8-Noon,Mon,June,155,-2
AA,327,ORD,Noon-4pm,Mon,June,155,0
AA,329,ORD,Noon-4pm,Mon,June,150,-11
AA,333,ORD,Noon-4pm,Mon,June,155,-5
AA,335,ORD,Noon-4pm,Mon,June,160,-8
AA,337,ORD,Noon-4pm,Mon,June,160,-6
AA,341,ORD,4-8pm,Mon,June,160,-7
AA,345,ORD,4-8pm,Mon,June,160,-7
AA,347,ORD,4-8pm,Mon,June,155,-10
AA,363,ORD,4-8pm,Mon,June,155,31
AA,371,ORD,8-Mid,Mon,June,155,-15
AA,413,MIA,4-8am,Mon,June,185,-1
AA,599,MIA,8-Noon,Mon,June,190,-8
AA,611,BNA,8-Noon,Mon,June,155,-3
AA,701,DFW,4-8am,Mon,June,225,0
AA,707,DFW,4-8am,Mon,June,230,-4
AA,709,DFW,4-8am,Mon,June,235,-1
AA,713,DFW,8-Noon,Mon,June,240,-1
AA,721,DFW,8-Noon,Mon,June,245,-9
AA,731,DFW,8-Noon,Mon,June,240,-6
AA,739,DFW,8-Noon,Mon,June,240,-3
AA,743,DFW,Noon-4pm,Mon,June,235,-10
AA,745,DFW,Noon-4pm,Mon,June,240,-7
AA,751,DFW,Noon-4pm,Mon,June,245,-2
AA,753,DFW,Noon-4pm,Mon,June,240,-6
AA,759,DFW,Noon-4pm,Mon,June,245,-4
AA,763,DFW,4-8pm,Mon,June,250,-13
AA,785,DFW,4-8pm,Mon,June,240,-3
AA,787,DFW,4-8pm,Mon,June,240,-8
AA,791,DFW,8-Mid,Mon,June,235,-10
AA,1423,MIA,Noon-4pm,Mon,June,190,-3
AA,1551,BNA,4-8pm,Mon,June,150,-6
AA,1559,MIA,4-8pm,Mon,June,195,-8
AA,1685,MIA,4-8am,Mon,June,175,33
AA,1709,MIA,8-Mid,Mon,June,185,6
AA,1741,BNA,Noon-4pm,Mon,June,150,-7
AA,1757,STL,8-Noon,Mon,June,170,-5
AA,1855,STL,8-Noon,Mon,June,165,-7
AA,2011,MIA,4-8pm,Mon,June,185,3
AA,2015,MIA,8-Noon,Mon,June,190,-6
AA,2019,STL,8-Mid,Mon,June,160,-3
AA,2093,MIA,Noon-4pm,Mon,June,190,-4
AA,2223,STL,4-8pm,Mon,June,175,-5
AA,2255,MIA,4-8am,Mon,June,175,143
AA,301,ORD,4-8am,Tue,June,140,-2
AA,303,ORD,4-8am,Tue,June,145,-4
AA,305,ORD,4-8am,Tue,June,145,0
AA,309,ORD,8-Noon,Tue,June,145,-3
AA,313,ORD,8-Noon,Tue,June,155,-3
AA,319,ORD,8-Noon,Tue,June,150,-7
AA,321,ORD,8-Noon,Tue,June,155,-2
AA,327,ORD,Noon-4pm,Tue,June,155,-5
AA,329,ORD,Noon-4pm,Tue,June,150,-9
AA,333,ORD,Noon-4pm,Tue,June,155,-6
AA,335,ORD,Noon-4pm,Tue,June,160,-9
AA,337,ORD,Noon-4pm,Tue,June,160,-5
AA,341,ORD,4-8pm,Tue,June,160,-2
AA,345,ORD,4-8pm,Tue,June,160,-3
AA,347,ORD,4-8pm,Tue,June,155,0
AA,363,ORD,4-8pm,Tue,June,155,-5
AA,371,ORD,8-Mid,Tue,June,155,16
AA,413,MIA,4-8am,Tue,June,185,-2
AA,599,MIA,8-Noon,Tue,June,190,-7
AA,611,BNA,8-Noon,Tue,June,155,-8
AA,701,DFW,4-8am,Tue,June,225,-5
AA,707,DFW,4-8am,Tue,June,230,-1
AA,709,DFW,4-8am,Tue,June,235,1
AA,713,DFW,8-Noon,Tue,June,240,-6
AA,721,DFW,8-Noon,Tue,June,245,-4
AA,731,DFW,8-Noon,Tue,June,240,-9
AA,739,DFW,8-Noon,Tue,June,240,-5
AA,743,DFW,Noon-4pm,Tue,June,235,-5
AA,745,DFW,Noon-4pm,Tue,June,240,-3
AA,751,DFW,Noon-4pm,Tue,June,245,0
AA,753,DFW,Noon-4pm,Tue,June,240,35
AA,759,DFW,Noon-4pm,Tue,June,245,-8
AA,763,DFW,4-8pm,Tue,June,250,12
AA,785,DFW,4-8pm,Tue,June,240,-11
AA,787,DFW,4-8pm,Tue,June,240,34
AA,791,DFW,8-Mid,Tue,June,235,-12
AA,1423,MIA,Noon-4pm,Tue,June,190,-6
AA,1551,BNA,4-8pm,Tue,June,150,-9
AA,1559,MIA,4-8pm,Tue,June,195,-3
AA,1685,MIA,4-8am,Tue,June,175,-1
AA,1709,MIA,8-Mid,Tue,June,185,-1
AA,1741,BNA,Noon-4pm,Tue,June,150,-6
AA,1757,STL,8-Noon,Tue,June,170,-8
AA,1855,STL,8-Noon,Tue,June,165,3
